OBJECTID,SPECIES_CD_1,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_VOL_PER_HA_SPP1_125
1708,HW,6,0.9,0
1709,CW,307,21.1000004,90.922
1710,CW,247,15.1999998,0
1711,HW,227,24.2999992,177.425
1712,HW,247,30.2999992,322.811
1713,CW,247,22.2000008,137.631
1714,HW,25,9.3999996,19.364
1715,CW,257,14.1000004,54.733
1716,HW,337,34.2000008,489.688
1717,CW,327,16.1000004,51.646
1718,SS,29,17,119.112
1719,SS,332,38.2000008,438.458
1720,CW,207,15.1999998,56.118
1721,CW,227,23.2999992,153.58
1722,HW,287,28.2000008,257.51
1723,CW,307,19.1000004,79.748
1724,HW,277,30.2999992,213.547
1725,CW,247,17.2000008,69.905
1726,PLC,137,1.5,0
1727,HW,307,23.2000008,170.264
1728,HW,127,27.8999996,179.597
1729,CW,332,18.1000004,76.288
1730,HW,357,31.2000008,361.202
1731,CW,157,9.1999998,0
1732,SS,267,49.2999992,651.341
1733,CW,257,19.2000008,100.795
1734,SS,307,36.2999992,421.663
1735,CW,357,20.1000004,89.587
1736,CW,307,16.1000004,71.683
1737,CW,247,16.2000008,62.614
1738,SS,187,25.6000004,237.435
1739,HW,277,26.2000008,220.152
1740,HW,283,31.1000004,280.13
1741,HW,332,33.2000008,309.137
1742,CW,247,29.2999992,182.349
1743,SS,35,17.5,102.252
1744,YC,247,10.1000004,29.94
1745,CW,277,30.2999992,221.133
1746,CW,257,20.2000008,93.51
1747,HW,21,13.6999998,11.862
1748,HW,267,28.2999992,261.661
1749,HW,19,6.4000001,0
1750,CW,307,19.1000004,96.214
1751,YC,357,15.1000004,72.027
1752,CW,357,37.2000008,347.812
1753,CW,277,27.2000008,183.337
1754,HW,247,26.2999992,252.998
1755,CW,257,20.2000008,84.79
1756,CW,267,18.2000008,79.626
1757,HW,197,31.5,403.571
1758,SS,7,1.1,0
1759,CW,353,24,194.702
1760,CW,287,19.1000004,85.622
1761,YC,327,13.1000004,65.964
1762,HW,327,31.2000008,278.49
1763,HW,26,9.8999996,13.083
1764,CW,297,21.2000008,128.164
1765,CW,257,26.2999992,112.684
1766,CW,267,33.2999992,290.875
1767,HW,287,27.2000008,271.142
1768,CW,227,16.2000008,70.392
1769,HW,117,20.7999992,116.914
1770,HW,325,35.2000008,281.861
1771,CW,227,24.2999992,159.1
1772,CW,247,16.2000008,66.99
1773,SS,297,30.2999992,299.721
1774,,0,0,0
1775,HW,307,32.2000008,309.407
1776,,0,0,0
1777,CW,247,19.2000008,81.049
1778,CW,187,22.2999992,108.925
1779,,0,0,0
1780,SS,277,44.2999992,471.616
1781,HW,117,17.6000004,103.21
1782,HW,347,37.2000008,528.976
1783,CW,257,18.2000008,71.263
1784,PLC,147,2,0
1785,CW,247,17.2000008,71.714
1786,YC,207,5,0
1787,CW,267,24.2000008,114.169
1788,SS,277,45.2999992,706.763
1789,CW,7,0.5,0
1790,HW,257,24.2000008,162.54
1791,HW,297,34.2999992,369.823
1792,PLC,117,2,0
1793,CW,267,28.2999992,214.614
1794,CW,247,19.2000008,81.049
1795,CW,167,20.2999992,131.526
1796,CW,307,24.2000008,113.611
1797,CW,267,23.2000008,129.041
1798,SS,4,0.4,0
1799,CW,267,13.1000004,30.251
1800,CW,197,17.2000008,76.146
1801,CW,267,22.2000008,114.728
1802,CW,307,18.1000004,65.093
1803,HW,277,30.2999992,301.08
1804,HW,267,31.2999992,330.575
1805,,0,0,0
1806,HW,217,25.2999992,270.974
1807,CW,357,22.1000004,109.804
1808,HW,237,23.2999992,155.626
1809,CW,257,16.1000004,80.516
1810,CW,267,24.2000008,118.461
1811,HW,257,26.2999992,299.698
1812,CW,332,21.1000004,79.38
1813,HW,267,33.2999992,414.567
1814,CW,7,0.5,0
1815,HW,277,32.2999992,387.499
1816,PLC,122,3.2,0
1817,HW,247,28.2999992,335.062
1818,HW,357,39.2000008,379.678
1819,CW,207,25.2999992,181.011
1820,HW,337,37.2000008,417.318
1821,SS,247,36.4000015,384.877
1822,PLC,107,1.5,0
1823,CW,282,17.1000004,71.347
1824,CW,287,22.2000008,70.819
1825,SS,10,3.7,0
1826,HW,287,21.2000008,84.953
1827,HW,307,23.2000008,174.103
1828,CW,357,18.1000004,56.027
1829,SS,26,12.1000004,38.59
1830,HW,357,36.2000008,395.628
1831,HW,307,33.2000008,406.698
1832,CW,177,10.1000004,1.097
1833,CW,167,9.1000004,0
1834,PLC,122,2.5,0
1835,CW,307,21.1000004,120.232
1836,CW,307,18.1000004,50.947
1837,SS,357,43.2000008,563.564
1838,CW,287,15.1000004,49.317
1839,SS,3,0.4,0
1840,CW,307,24.2000008,133.736
1841,PLC,107,1.5,0
1842,HW,27,10.8999996,33.877
1843,HW,327,34.2000008,417.873
1844,CW,207,18.2000008,69.301
1845,CW,287,21.2000008,94.788
1846,CW,177,11.1999998,0
1847,HW,247,28.2999992,335.062
1848,YC,407,21.1000004,93.892
1849,CW,257,17.2000008,89.276
1850,CW,377,27.1000004,180.612
1851,HW,347,36.2000008,334.965
1852,HW,16,4.0999999,0
1853,YC,247,18.2000008,87.368
1854,HW,32,10.3000002,39.753
1855,SS,267,48.2999992,799.106
1856,CW,357,22.1000004,100.299
1857,CW,357,26.1000004,92.61
1858,HW,287,30.2000008,300.159
1859,CW,217,12.1000004,4.875
1860,HW,337,32.2000008,328.356
1861,HW,337,33.2000008,349.459
1862,PLC,117,1.5,0
1863,SS,307,44.2999992,654.013
1864,HW,5,0.8,0
1865,SS,267,36.4000015,453.122
1866,CW,287,18.1000004,65.014
1867,CW,357,30.2000008,204.648
1868,SS,7,1.1,0
1869,HW,277,33.2999992,313.135
1870,HW,337,37.2000008,287.219
1871,CW,332,27.2000008,178.021
1872,YC,117,4.0999999,0
1873,SS,307,53.2000008,620.294
1874,CW,282,14.1000004,45.076
1875,CW,307,24.2000008,110.533
1876,CW,167,10.1999998,0
1877,CW,332,21.1000004,68.645
1878,CW,267,25.2000008,186.586
1879,YC,197,15.1999998,74.339
1880,,0,0,0
1881,HW,19,7,0
1882,,0,0,0
1883,CW,137,6.0999999,0
1884,HW,357,34.2000008,359.733
1885,CW,357,23.1000004,193.758
1886,CW,307,32.2000008,285.167
1887,HW,307,33.2000008,301.84
1888,CW,237,18.2000008,104.897
1889,HW,47,7,0
1890,CW,332,23.1000004,109.017
1891,HW,337,34.2000008,336.391
1892,CW,287,22.2000008,74.265
1893,HW,327,35.2000008,383.812
1894,CW,187,19.2000008,97.865
1895,SS,297,39.2999992,737.004
1896,SS,357,43.2000008,563.564
1897,HW,227,27.2999992,233.822
1898,HW,327,32.2000008,330.293
1899,CW,207,10.1000004,0
1900,CW,297,27.2000008,179.518
1901,HW,357,37.2000008,443.345
1902,HW,267,33.2999992,414.567
1903,CW,217,13.1999998,61.593
1904,HW,257,21.2000008,127.701
1905,HW,277,23.2000008,196.569
1906,HW,332,34.2000008,268.325
1907,PLC,117,2,0
1908,PLC,127,4.1999998,0
1909,HW,237,15.1999998,61.614
1910,PLC,137,2.5,0
1911,CW,297,21.2000008,128.164
1912,HW,387,37.2000008,340.236
1913,HW,357,32.2000008,220.271
1914,HW,367,40.2000008,514.856
1915,HW,36,17.8999996,53.342
1916,HW,247,27.2999992,213.731
1917,CW,332,22.1000004,104.331
1918,HW,257,31.2999992,330.283
1919,CW,297,23.2000008,133.962
1920,HW,277,27.2000008,207.855
1921,HW,325,35.2000008,281.861
1922,SS,387,36.2000008,420.77
1923,HW,237,22.2999992,183.554
1924,CW,227,16.2000008,67.314
1925,HW,247,28.2999992,337.323
1926,HW,262,14.1000004,55.06
1927,CW,332,27.2000008,175.269
1928,HW,17,5.9000001,0
1929,CW,167,22.3999996,152.702
1930,HW,297,37.2999992,484.176
1931,HW,317,31.2000008,380.758
1932,CW,307,20.1000004,69.115
1933,CW,267,20.2000008,101.445
1934,CW,307,23.2000008,100.501
1935,HW,16,4.6999998,0
1936,YC,247,9.1000004,24.338
1937,CW,287,26.2000008,181.109
1938,CW,9,0.8,0
1939,HW,4,0.4,0
1940,PLC,117,1.5,0
1941,CW,332,33.2000008,253.909
1942,CW,259,17.2000008,150.444
1943,CW,267,17.1000004,82.465
1944,YC,227,6.0999999,0
1945,CW,167,22.3999996,96.243
1946,CW,267,21.2000008,115.345
1947,CW,247,18.2000008,60.764
1948,HW,267,25.2000008,214.89
1949,HW,307,34.2000008,364.861
1950,CW,307,40.2999992,398.765
1951,CW,357,20.1000004,59.347
1952,HW,357,37.2000008,407.448
1953,HW,307,21.2000008,116.978
1954,CW,307,24.2000008,145.203
1955,HW,307,33.2000008,355.127
1956,HW,367,36.2000008,510.78
1957,CW,182,27.3999996,254.166
1958,HW,227,15.1999998,61.164
1959,HW,307,30.2000008,320.606
1960,HW,307,36.2000008,404.314
1961,SS,357,38.2000008,375.93
1962,HW,287,31.2000008,373.863
1963,SS,287,38.2999992,558.693
1964,CW,177,22.2999992,128.912
1965,HW,20,6.3000002,0
1966,HW,307,32.2000008,337.519
1967,CW,297,30.2000008,189.66
1968,CW,297,30.2000008,181.461
1969,HW,377,39.2000008,375.198
1970,CW,287,30.2000008,148.23
1971,PLC,157,2.5,0
1972,SS,407,40.2000008,556.397
